	"output/RSEM/NGS128_S21.isoforms.results"	"output/RSEM/NGS130_S23.isoforms.results"
"CCDS14939.1|Mm108|chr1"	0.00	0.00
"CCDS30315.1|Mm108|chrX"	0.00	0.00
"CCDS53153.1|Mm108|chrX"	0.00	0.00
"CCDS53154.1|Mm108|chrX"	0.00	0.00
"CCDS53155.1|Mm108|chrX"	0.00	0.00
"CCDS18872.1|Mm108|chr4"	0.00	0.00
"CCDS22453.1|Mm108|chr8"	0.00	0.00
"CCDS52608.1|Mm108|chr8"	0.00	0.00
"CCDS85570.1|Mm108|chr8"	0.00	0.00
"CCDS23491.1|Mm108|chr9"	0.00	0.00
"CCDS16474.1|Mm108|chr2"	0.00	0.00
"CCDS28200.1|Mm108|chr16"	0.00	0.00
"CCDS24057.1|Mm108|chr10"	0.00	0.00
"CCDS21766.1|Mm108|chr7"	0.00	0.00
"CCDS27277.1|Mm108|chr14"	0.00	0.00
"CCDS18432.1|Mm108|chr4"	0.00	0.00
"CCDS28173.1|Mm108|chr16"	0.00	0.00
"CCDS17875.1|Mm108|chr3"	0.00	0.00
"CCDS17876.1|Mm108|chr3"	0.00	0.00
"CCDS38656.1|Mm108|chr3"	0.00	0.00
"CCDS57258.1|Mm108|chr3"	0.00	0.00
"CCDS80035.1|Mm108|chr3"	0.00	0.00
"CCDS80036.1|Mm108|chr3"	0.00	0.00
"CCDS80037.1|Mm108|chr3"	0.00	0.00
"CCDS80038.1|Mm108|chr3"	0.00	0.00
"CCDS80039.1|Mm108|chr3"	0.00	0.00
"CCDS19648.1|Mm108|chr5"	0.00	0.00
"CCDS22953.1|Mm108|chr9"	0.00	0.00
"CCDS52751.1|Mm108|chr9"	0.00	0.00
"CCDS23233.1|Mm108|chr9"	0.00	0.00
"CCDS38940.1|Mm108|chr4"	0.03	0.00
"CCDS84815.1|Mm108|chr4"	0.97	0.00
"CCDS30527.1|Mm108|chrX"	0.00	0.00
"CCDS19207.1|Mm108|chr5"	0.00	0.00
"CCDS29086.1|Mm108|chr18"	0.00	0.00
"CCDS19866.1|Mm108|chr5"	0.00	0.00
"CCDS29542.2|Mm108|chr19"	0.00	0.00
"CCDS29479.1|Mm108|chr19"	0.00	0.00
"CCDS29904.1|Mm108|chr19"	0.00	0.00
"CCDS23490.1|Mm108|chr9"	0.00	0.00
"CCDS30422.1|Mm108|chrX"	0.00	0.00
"CCDS16604.1|Mm108|chr2"	0.00	0.00
"CCDS37555.1|Mm108|chr17"	0.00	0.00
"CCDS18576.1|Mm108|chr4"	0.00	0.00
"CCDS38859.1|Mm108|chr4"	0.00	0.00
"CCDS38860.1|Mm108|chr4"	0.00	0.00
"CCDS71460.1|Mm108|chr4"	0.00	0.00
"CCDS23388.1|Mm108|chr9"	0.00	0.00
"CCDS57686.1|Mm108|chr9"	0.00	0.00
"CCDS72292.1|Mm108|chr9"	0.00	0.00
"CCDS81048.1|Mm108|chr9"	0.00	0.00
"CCDS23298.1|Mm108|chr9"	0.00	0.00
"CCDS52838.1|Mm108|chr9"	0.00	0.00
"CCDS25182.1|Mm108|chr11"	0.00	0.00
"CCDS38295.1|Mm108|chr2"	0.00	0.00
"CCDS16952.1|Mm108|chr2"	0.00	0.00
"CCDS50769.1|Mm108|chr2"	0.00	0.00
"CCDS28566.1|Mm108|chr17"	0.00	0.00
"CCDS70776.1|Mm108|chr17"	0.00	0.00
"CCDS27133.1|Mm108|chr14"	0.00	0.00
"CCDS19373.1|Mm108|chr5"	0.00	0.00
"CCDS17513.1|Mm108|chr3"	0.00	0.00
"CCDS17514.1|Mm108|chr3"	0.00	0.00
"CCDS50963.1|Mm108|chr3"	0.00	0.00
"CCDS24410.1|Mm108|chr11"	0.00	0.00
"CCDS36990.1|Mm108|chr14"	0.00	0.00
"CCDS21844.1|Mm108|chr7"	0.00	0.00
"CCDS26230.1|Mm108|chr13"	0.00	0.00
"CCDS70427.1|Mm108|chr13"	0.00	0.00
"CCDS35862.1|Mm108|chr10"	0.00	0.00
"CCDS48513.1|Mm108|chr10"	0.00	0.00
"CCDS87970.1|Mm108|chr10"	0.00	0.00
"CCDS28533.1|Mm108|chr17"	0.00	0.00
"CCDS17414.1|Mm108|chr3"	0.00	0.00
"CCDS25202.1|Mm108|chr11"	0.00	0.00
"CCDS56794.1|Mm108|chr11"	0.00	0.00
"CCDS16416.1|Mm108|chr2"	0.00	0.00
"CCDS84547.1|Mm108|chr2"	0.00	0.00
"CCDS84548.1|Mm108|chr2"	0.00	0.00
"CCDS15437.1|Mm108|chr1"	0.00	0.00
"CCDS19667.1|Mm108|chr5"	0.00	0.00
"CCDS71663.1|Mm108|chr5"	0.00	0.00
"CCDS84958.1|Mm108|chr5"	0.00	0.00
"CCDS16812.1|Mm108|chr2"	0.00	0.00
"CCDS39256.1|Mm108|chr5"	0.00	0.00
"CCDS84954.1|Mm108|chr5"	0.00	0.00
"CCDS23207.1|Mm108|chr9"	0.00	0.00
"CCDS17171.1|Mm108|chr2"	0.00	0.00
"CCDS22584.1|Mm108|chr8"	0.00	0.00
"CCDS49676.1|Mm108|chr15"	0.00	0.00
"CCDS52839.1|Mm108|chr9"	0.00	0.00
"CCDS23498.1|Mm108|chr9"	0.00	0.00
"CCDS23853.1|Mm108|chr10"	0.00	0.00
"CCDS19855.1|Mm108|chr5"	0.00	0.00
"CCDS25960.1|Mm108|chr12"	0.00	0.00
"CCDS22500.1|Mm108|chr8"	0.00	0.00
"CCDS27901.1|Mm108|chr15"	0.00	0.00
"CCDS37159.1|Mm108|chr15"	0.00	0.00
"CCDS20605.1|Mm108|chr6"	0.00	0.00
"CCDS20606.1|Mm108|chr6"	0.00	0.00
"CCDS20246.2|Mm108|chr6"	0.00	0.00
"CCDS22497.1|Mm108|chr8"	0.00	0.00
"CCDS52623.1|Mm108|chr8"	0.00	0.00
"CCDS22707.1|Mm108|chr8"	0.00	0.00
"CCDS29803.1|Mm108|chr19"	0.00	0.00
"CCDS57144.1|Mm108|chr19"	0.00	0.00
"CCDS39227.1|Mm108|chr5"	0.00	0.00
"CCDS17298.1|Mm108|chr3"	0.00	0.00
"CCDS39800.1|Mm108|chr7"	0.00	0.00
"CCDS17343.1|Mm108|chr3"	0.00	0.00
"CCDS20848.1|Mm108|chr7"	0.00	0.00
"CCDS85221.1|Mm108|chr7"	0.00	0.00
"CCDS21999.1|Mm108|chr7"	0.00	0.00
"CCDS52437.1|Mm108|chr7"	0.00	0.00
"CCDS16703.1|Mm108|chr2"	0.00	0.00
"CCDS50703.1|Mm108|chr2"	0.00	0.00
"CCDS71139.1|Mm108|chr2"	0.00	0.00
"CCDS28596.1|Mm108|chr17"	0.00	0.00
"CCDS84288.1|Mm108|chr17"	0.00	0.00
"CCDS89048.1|Mm108|chr17"	0.00	0.00
"CCDS89049.1|Mm108|chr17"	0.00	0.00
"CCDS19953.1|Mm108|chr6"	0.00	0.00
"CCDS29440.1|Mm108|chr19"	0.00	0.00
"CCDS29014.1|Mm108|chr17"	0.00	0.00
"CCDS40665.1|Mm108|chr9"	0.00	0.00
"CCDS17220.1|Mm108|chr2"	0.00	0.00
"CCDS71222.1|Mm108|chr2"	0.00	0.00
"CCDS71223.1|Mm108|chr2"	0.00	0.00
"CCDS27222.1|Mm108|chr14"	0.00	0.00
"CCDS79339.1|Mm108|chr14"	0.00	0.00
"CCDS79340.1|Mm108|chr14"	0.00	0.00
"CCDS29571.1|Mm108|chr19"	0.00	0.00
"CCDS24212.1|Mm108|chr10"	0.00	0.00
"CCDS23810.1|Mm108|chr10"	0.00	0.00
"CCDS18968.1|Mm108|chr4"	0.00	0.00
"CCDS24928.1|Mm108|chr11"	0.00	0.00
"CCDS16840.1|Mm108|chr2"	0.00	0.00
"CCDS15269.1|Mm108|chr1"	0.00	0.00
"CCDS28178.1|Mm108|chr16"	0.00	0.00
"CCDS49851.1|Mm108|chr16"	0.00	0.00
"CCDS17146.1|Mm108|chr2"	0.00	0.00
"CCDS23437.1|Mm108|chr9"	0.00	0.00
"CCDS57692.1|Mm108|chr9"	0.00	0.00
"CCDS57693.1|Mm108|chr9"	0.00	0.00
"CCDS57694.1|Mm108|chr9"	0.00	0.00
"CCDS25521.1|Mm108|chr11"	0.00	0.00
"CCDS88267.1|Mm108|chr11"	0.00	0.00
"CCDS40417.1|Mm108|chr8"	0.00	0.00
"CCDS30387.1|Mm108|chrX"	0.00	0.00
"CCDS30108.1|Mm108|chrX"	0.00	0.00
"CCDS22826.1|Mm108|chr9"	0.00	0.00
"CCDS30211.1|Mm108|chrX"	0.00	0.00
"CCDS20336.1|Mm108|chr6"	0.00	0.00
"CCDS40642.1|Mm108|chr9"	0.00	0.00
"CCDS16120.1|Mm108|chr2"	0.00	0.00
"CCDS57176.1|Mm108|chr2"	0.00	0.00
"CCDS57177.1|Mm108|chr2"	0.00	0.00
"CCDS22609.1|Mm108|chr8"	0.00	0.00
"CCDS40462.1|Mm108|chr8"	0.00	0.00
"CCDS85600.1|Mm108|chr8"	0.00	0.00
"CCDS85601.1|Mm108|chr8"	0.00	0.00
"CCDS29089.1|Mm108|chr18"	0.00	0.00
"CCDS29090.1|Mm108|chr18"	0.00	0.00
"CCDS24261.1|Mm108|chr10"	0.00	0.00
"CCDS24262.1|Mm108|chr10"	0.00	0.00
"CCDS24688.1|Mm108|chr11"	0.00	0.00
"CCDS40254.1|Mm108|chr8"	0.00	0.00
"CCDS28544.1|Mm108|chr17"	0.00	0.00
"CCDS39362.1|Mm108|chr5"	0.00	0.00
"CCDS40468.1|Mm108|chr8"	0.00	0.00
"CCDS20128.1|Mm108|chr6"	0.00	0.00
"CCDS51770.1|Mm108|chr6"	0.00	0.00
"CCDS39825.1|Mm108|chr7"	0.00	0.00
"CCDS30066.1|Mm108|chrX"	0.00	0.00
"CCDS53051.1|Mm108|chrX"	0.00	0.00
"CCDS57749.1|Mm108|chrX"	0.00	0.00
"CCDS40415.1|Mm108|chr8"	0.00	0.00
"CCDS21401.1|Mm108|chr7"	0.00	0.00
"CCDS24272.1|Mm108|chr10"	0.00	0.00
"CCDS49114.1|Mm108|chr12"	3.00	1.00
"CCDS88371.1|Mm108|chr12"	0.00	0.00
"CCDS27131.1|Mm108|chr14"	0.00	0.00
"CCDS49499.1|Mm108|chr14"	0.00	0.00
"CCDS56685.1|Mm108|chr10"	0.00	0.00
"CCDS56686.1|Mm108|chr10"	0.00	0.00
"CCDS26785.1|Mm108|chr13"	0.00	0.00
"CCDS23702.1|Mm108|chr10"	0.00	0.00
"CCDS48503.1|Mm108|chr10"	0.00	0.00
"CCDS83681.1|Mm108|chr10"	0.00	0.00
"CCDS39935.1|Mm108|chr7"	0.00	0.00
"CCDS52227.1|Mm108|chr7"	0.00	0.00
"CCDS36702.1|Mm108|chr13"	0.00	1.00
"CCDS40697.1|Mm108|chr9"	0.00	0.00
"CCDS17708.1|Mm108|chr3"	0.00	0.00
"CCDS17709.1|Mm108|chr3"	0.00	0.00
"CCDS17384.1|Mm108|chr3"	0.00	0.00
"CCDS71963.1|Mm108|chr7"	0.00	0.00
"CCDS50254.1|Mm108|chr18"	0.00	0.00
"CCDS27606.1|Mm108|chr15"	0.00	0.00
"CCDS20515.1|Mm108|chr6"	0.00	0.00
"CCDS35866.1|Mm108|chr10"	0.00	0.00
"CCDS37227.1|Mm108|chr15"	0.00	0.00
"CCDS37899.1|Mm108|chr19"	0.00	0.00
"CCDS20668.1|Mm108|chr6"	0.00	0.00
"CCDS85177.1|Mm108|chr6"	0.00	0.00
"CCDS90131.1|Mm108|chr6"	0.00	0.00
"CCDS20514.1|Mm108|chr6"	0.00	0.00
"CCDS20512.1|Mm108|chr6"	0.00	0.00
"CCDS51895.1|Mm108|chr6"	0.00	0.00
"CCDS51896.1|Mm108|chr6"	0.00	0.00
"CCDS26022.1|Mm108|chr12"	0.00	0.00
"CCDS29861.1|Mm108|chr19"	0.00	0.00
"CCDS17904.1|Mm108|chr3"	0.00	0.00
"CCDS24756.1|Mm108|chr11"	0.00	0.00
"CCDS21261.1|Mm108|chr7"	0.00	0.00
"CCDS26407.1|Mm108|chr13"	0.00	0.00
"CCDS21253.1|Mm108|chr7"	0.00	0.00
"CCDS28163.1|Mm108|chr16"	0.00	0.00
"CCDS84232.1|Mm108|chr16"	0.00	0.00
"CCDS21186.1|Mm108|chr7"	0.00	0.00
"CCDS50437.2|Mm108|chr19"	0.00	0.00
"CCDS37017.1|Mm108|chr14"	0.00	0.00
"CCDS85170.1|Mm108|chr6"	0.00	0.00
"CCDS22703.1|Mm108|chr8"	0.00	0.00
"CCDS20334.1|Mm108|chr6"	0.00	0.00
"CCDS51078.1|Mm108|chr3"	0.00	0.00
"CCDS23592.1|Mm108|chr9"	0.00	0.00
"CCDS15045.1|Mm108|chr1"	0.00	0.00
"CCDS35613.1|Mm108|chr1"	0.00	0.00
"CCDS35614.1|Mm108|chr1"	0.00	0.00
"CCDS26199.1|Mm108|chr12"	0.00	0.00
"CCDS24821.1|Mm108|chr11"	0.00	0.00
"CCDS29259.1|Mm108|chr18"	0.00	0.00
"CCDS50292.1|Mm108|chr18"	0.00	0.00
"CCDS25604.1|Mm108|chr11"	0.00	0.00
"CCDS17469.1|Mm108|chr3"	0.00	0.00
"CCDS26295.1|Mm108|chr13"	0.00	0.00
"CCDS18088.1|Mm108|chr4"	0.00	0.00
"CCDS84720.1|Mm108|chr4"	0.00	0.00
"CCDS49252.1|Mm108|chr13"	0.00	0.00
"CCDS17390.1|Mm108|chr3"	0.00	0.00
"CCDS20944.2|Mm108|chr7"	0.00	0.00
"CCDS80674.1|Mm108|chr7"	0.00	0.00
"CCDS29423.1|Mm108|chr19"	0.00	0.00
"CCDS23867.1|Mm108|chr10"	0.00	0.00
"CCDS88010.1|Mm108|chr10"	0.00	0.00
"CCDS18272.1|Mm108|chr4"	0.00	0.00
"CCDS17941.1|Mm108|chr4"	0.00	0.00
"CCDS19708.1|Mm108|chr5"	0.00	0.00
"CCDS28484.1|Mm108|chr17"	0.00	0.00
"CCDS89006.1|Mm108|chr17"	0.00	0.00
"CCDS18937.1|Mm108|chr4"	0.00	0.00
"CCDS17427.1|Mm108|chr3"	0.00	0.00
"CCDS27958.1|Mm108|chr16"	0.00	0.00
"CCDS29012.1|Mm108|chr17"	0.00	0.00
"CCDS41102.1|Mm108|chrX"	0.00	0.00
"CCDS27745.1|Mm108|chr15"	0.00	0.00
"CCDS39953.1|Mm108|chr7"	0.00	0.00
"CCDS39954.1|Mm108|chr7"	0.00	0.00
"CCDS71960.1|Mm108|chr7"	0.00	0.00
"CCDS71961.1|Mm108|chr7"	0.00	0.00
"CCDS80720.1|Mm108|chr7"	0.00	0.00
"CCDS27862.1|Mm108|chr15"	0.00	0.00
"CCDS29200.1|Mm108|chr18"	0.00	0.00
"CCDS50261.1|Mm108|chr18"	0.00	0.00
"CCDS18161.1|Mm108|chr4"	0.00	0.00
"CCDS50143.1|Mm108|chr17"	0.00	0.00
"CCDS57100.1|Mm108|chr17"	0.00	0.00
"CCDS27120.1|Mm108|chr14"	0.00	0.00
"CCDS72258.1|Mm108|chr9"	0.00	0.00
"CCDS90598.1|Mm108|chr9"	0.00	0.00
"CCDS17758.1|Mm108|chr3"	0.00	0.00
"CCDS39311.1|Mm108|chr5"	0.00	0.00
"CCDS39312.1|Mm108|chr5"	0.00	0.00
"CCDS19416.1|Mm108|chr5"	0.00	0.00
"CCDS25703.1|Mm108|chr11"	0.00	0.00
"CCDS20959.1|Mm108|chr7"	0.00	0.00
"CCDS51617.1|Mm108|chr5"	0.00	0.00
"CCDS57373.1|Mm108|chr5"	0.00	0.00
"CCDS80369.1|Mm108|chr5"	0.00	0.00
"CCDS51836.1|Mm108|chr6"	0.00	0.00
"CCDS85088.1|Mm108|chr6"	0.00	0.00
"CCDS40471.1|Mm108|chr8"	0.00	0.00
"CCDS35765.1|Mm108|chr1"	0.00	0.00
"CCDS20221.1|Mm108|chr6"	0.00	0.00
"CCDS17376.1|Mm108|chr3"	0.00	0.00
"CCDS79916.1|Mm108|chr3"	0.00	0.00
"CCDS79917.1|Mm108|chr3"	0.00	0.00
"CCDS79918.1|Mm108|chr3"	0.00	0.00
"CCDS79919.1|Mm108|chr3"	0.00	0.00
"CCDS20586.1|Mm108|chr6"	0.00	0.00
"CCDS57452.1|Mm108|chr6"	0.00	0.00
"CCDS57453.1|Mm108|chr6"	0.00	0.00
"CCDS28851.1|Mm108|chr17"	0.00	0.00
"CCDS38544.1|Mm108|chr3"	0.00	0.00
"CCDS22682.1|Mm108|chr8"	0.00	0.00
"CCDS30051.1|Mm108|chrX"	0.00	0.00
"CCDS36452.1|Mm108|chr12"	0.00	0.00
"CCDS88339.1|Mm108|chr12"	0.00	0.00
"CCDS21738.1|Mm108|chr7"	0.00	0.00
"CCDS21737.1|Mm108|chr7"	0.00	0.00
"CCDS21740.2|Mm108|chr7"	0.00	0.00
"CCDS38431.1|Mm108|chr3"	0.00	0.00
"CCDS16194.2|Mm108|chr2"	0.00	0.00
"CCDS19377.1|Mm108|chr5"	0.00	0.00
"CCDS80312.1|Mm108|chr5"	0.00	0.00
"CCDS26915.1|Mm108|chr14"	0.00	0.00
"CCDS26530.1|Mm108|chr13"	0.00	0.00
"CCDS30088.1|Mm108|chrX"	0.00	0.00
"CCDS40649.1|Mm108|chr9"	0.00	0.00
"CCDS52916.1|Mm108|chr9"	0.00	0.00
"CCDS52917.1|Mm108|chr9"	0.00	0.00
"CCDS72304.1|Mm108|chr9"	0.00	0.00
"CCDS72305.1|Mm108|chr9"	0.00	0.00
"CCDS18720.1|Mm108|chr4"	0.00	0.00
"CCDS17844.1|Mm108|chr3"	0.00	0.00
"CCDS15068.1|Mm108|chr1"	0.00	0.00
"CCDS35624.1|Mm108|chr1"	0.00	0.00
"CCDS78622.1|Mm108|chr1"	0.00	0.00
"CCDS26585.1|Mm108|chr13"	0.00	0.00
"CCDS56900.1|Mm108|chr13"	0.00	0.00
"CCDS29786.1|Mm108|chr19"	0.00	0.00
"CCDS52462.1|Mm108|chr7"	0.00	0.00
"CCDS40195.1|Mm108|chr7"	0.00	0.00
"CCDS40196.1|Mm108|chr7"	0.00	0.00
"CCDS50766.1|Mm108|chr2"	0.00	0.00
"CCDS21345.1|Mm108|chr7"	0.00	0.00
"CCDS25919.1|Mm108|chr12"	0.00	0.00
"CCDS40582.1|Mm108|chr9"	0.00	0.00
"CCDS52769.1|Mm108|chr9"	0.00	0.00
"CCDS49476.1|Mm108|chr14"	0.00	0.00
"CCDS52349.1|Mm108|chr7"	0.00	0.00
"CCDS21702.2|Mm108|chr7"	0.00	0.00
"CCDS28458.1|Mm108|chr17"	0.00	0.00
"CCDS20874.1|Mm108|chr7"	0.00	0.00
"CCDS39827.1|Mm108|chr7"	0.00	0.00
"CCDS22967.1|Mm108|chr9"	0.00	0.00
"CCDS19148.1|Mm108|chr5"	0.00	0.00
"CCDS39041.1|Mm108|chr5"	0.00	0.00
"CCDS15745.1|Mm108|chr2"	0.00	0.00
"CCDS15746.1|Mm108|chr2"	0.00	0.00
"CCDS15747.1|Mm108|chr2"	0.00	0.00
"CCDS50523.1|Mm108|chr2"	0.00	0.00
"CCDS50590.1|Mm108|chr2"	0.00	0.00
"CCDS50591.1|Mm108|chr2"	0.00	0.00
"CCDS23160.1|Mm108|chr9"	0.00	0.00
"CCDS27627.1|Mm108|chr15"	0.00	0.00
"CCDS39302.1|Mm108|chr5"	0.00	0.00
"CCDS39303.1|Mm108|chr5"	0.00	0.00
"CCDS39304.1|Mm108|chr5"	0.00	0.00
"CCDS39305.1|Mm108|chr5"	0.00	0.00
"CCDS39306.1|Mm108|chr5"	0.00	0.00
"CCDS39307.1|Mm108|chr5"	0.00	0.00
"CCDS51657.1|Mm108|chr5"	0.00	0.00
"CCDS80420.1|Mm108|chr5"	0.00	0.00
"CCDS84967.1|Mm108|chr5"	0.00	0.00
"CCDS38332.1|Mm108|chr2"	0.00	0.00
"CCDS89581.1|Mm108|chr2"	0.00	0.00
"CCDS89582.1|Mm108|chr2"	0.00	0.00
"CCDS15881.1|Mm108|chr2"	0.00	0.00
"CCDS71022.1|Mm108|chr2"	0.00	0.00
"CCDS79768.1|Mm108|chr2"	0.00	0.00
"CCDS25651.1|Mm108|chr11"	0.00	0.00
"CCDS22933.1|Mm108|chr9"	0.00	0.00
"CCDS52744.1|Mm108|chr9"	0.00	0.00
"CCDS52699.1|Mm108|chr8"	0.00	0.00
"CCDS27539.1|Mm108|chr15"	0.00	0.00
"CCDS30188.1|Mm108|chrX"	0.00	0.00
"CCDS72390.1|Mm108|chrX"	0.00	0.00
"CCDS21619.1|Mm108|chr7"	0.00	0.00
"CCDS22872.1|Mm108|chr9"	0.00	0.00
"CCDS20612.1|Mm108|chr6"	0.00	0.00
"CCDS20032.1|Mm108|chr6"	0.00	0.00
"CCDS49590.1|Mm108|chr15"	0.00	0.00
"CCDS39314.1|Mm108|chr5"	0.00	0.00
"CCDS28468.1|Mm108|chr17"	0.00	0.00
"CCDS17773.1|Mm108|chr3"	0.00	0.00
"CCDS59650.1|Mm108|chr3"	0.00	0.00
"CCDS56961.1|Mm108|chr14"	0.00	0.00
"CCDS27673.1|Mm108|chr15"	0.00	0.00
"CCDS27128.1|Mm108|chr14"	0.00	0.00
"CCDS37554.1|Mm108|chr17"	0.00	0.00
"CCDS50057.1|Mm108|chr17"	0.00	0.00
"CCDS70784.1|Mm108|chr17"	0.00	0.00
"CCDS49864.2|Mm108|chr16"	0.00	0.00
"CCDS28210.1|Mm108|chr16"	0.00	0.00
"CCDS22068.1|Mm108|chr8"	0.00	0.00
"CCDS25501.1|Mm108|chr11"	0.00	0.00
"CCDS36679.1|Mm108|chr13"	0.00	0.00
"CCDS24050.1|Mm108|chr10"	0.00	0.00
"CCDS27062.1|Mm108|chr14"	0.00	0.00
"CCDS27061.1|Mm108|chr14"	0.00	0.00
"CCDS27060.1|Mm108|chr14"	0.00	0.00
"CCDS16405.1|Mm108|chr2"	0.00	0.00
"CCDS27636.1|Mm108|chr15"	0.00	0.00
"CCDS38491.1|Mm108|chr3"	0.00	0.00
"CCDS22980.1|Mm108|chr9"	0.00	0.00
"CCDS27528.1|Mm108|chr15"	0.00	0.00
"CCDS39803.1|Mm108|chr7"	0.00	0.00
"CCDS23535.1|Mm108|chr9"	0.00	0.00
"CCDS50970.1|Mm108|chr3"	0.00	0.00
"CCDS18998.1|Mm108|chr4"	0.00	0.00
"CCDS52169.1|Mm108|chr7"	0.00	0.00
"CCDS22176.1|Mm108|chr8"	0.00	0.00
"CCDS38358.1|Mm108|chr2"	0.00	0.00
"CCDS28637.1|Mm108|chr17"	0.00	0.00
"CCDS24451.1|Mm108|chr11"	0.00	0.00
"CCDS51315.1|Mm108|chr4"	0.00	0.00
"CCDS23857.1|Mm108|chr10"	0.00	0.00
"CCDS18975.1|Mm108|chr4"	0.00	0.00
"CCDS52678.1|Mm108|chr8"	0.00	0.00
"CCDS16809.1|Mm108|chr2"	0.00	0.00
"CCDS51673.1|Mm108|chr5"	0.00	0.00
"CCDS14833.1|Mm108|chr1"	0.00	0.00
"CCDS22728.1|Mm108|chr8"	0.00	0.00
"CCDS40091.1|Mm108|chr7"	0.00	0.00
"CCDS50458.1|Mm108|chr19"	0.00	0.00
"CCDS19415.1|Mm108|chr5"	0.00	0.00
"CCDS50030.1|Mm108|chr17"	0.00	0.00
"CCDS40084.1|Mm108|chr7"	0.00	0.00
"CCDS19358.1|Mm108|chr5"	0.00	0.00
"CCDS15486.1|Mm108|chr1"	0.00	0.00
"CCDS21736.1|Mm108|chr7"	0.00	0.00
"CCDS25374.1|Mm108|chr11"	0.00	541.00
"CCDS20273.1|Mm108|chr6"	0.00	0.00
"CCDS30303.1|Mm108|chrX"	0.00	0.00
"CCDS50091.1|Mm108|chr17"	0.00	0.00
"CCDS30517.1|Mm108|chrX"	0.00	0.00
"CCDS40256.1|Mm108|chr8"	0.00	0.00
"CCDS39385.1|Mm108|chr5"	0.00	0.00
"CCDS39896.1|Mm108|chr7"	0.00	0.00
"CCDS22749.1|Mm108|chr8"	0.00	0.00
"CCDS23771.1|Mm108|chr10"	0.00	0.00
"CCDS50374.1|Mm108|chr19"	0.00	0.00
"CCDS89329.1|Mm108|chr19"	0.00	0.00
"CCDS16718.1|Mm108|chr2"	0.00	0.00
"CCDS19135.1|Mm108|chr5"	0.00	0.00
"CCDS79565.1|Mm108|chr17"	0.00	0.00
"CCDS89124.1|Mm108|chr17"	0.00	0.00
"CCDS51923.1|Mm108|chr6"	0.00	0.00
"CCDS40297.1|Mm108|chr8"	0.00	0.00
"CCDS16057.1|Mm108|chr2"	0.00	0.00
"CCDS35714.1|Mm108|chr1"	0.00	0.00
"CCDS28966.1|Mm108|chr17"	0.00	0.00
"CCDS29114.1|Mm108|chr18"	0.00	0.00
"CCDS36127.1|Mm108|chr11"	0.00	0.00
"CCDS53093.1|Mm108|chrX"	0.00	0.00
"CCDS53094.1|Mm108|chrX"	0.00	0.00
"CCDS26378.1|Mm108|chr13"	0.00	0.00
"CCDS20031.1|Mm108|chr6"	0.00	0.00
"CCDS16646.1|Mm108|chr2"	0.00	0.00
"CCDS89545.1|Mm108|chr2"	0.00	0.00
"CCDS21495.1|Mm108|chr7"	0.00	0.00
"CCDS24949.1|Mm108|chr11"	0.00	0.00
"CCDS88182.1|Mm108|chr11"	0.00	0.00
"CCDS20871.1|Mm108|chr7"	0.00	0.00
"CCDS16484.1|Mm108|chr2"	0.00	0.00
"CCDS16485.1|Mm108|chr2"	0.00	0.00
"CCDS89529.1|Mm108|chr2"	0.00	0.00
"CCDS41009.1|Mm108|chrX"	0.00	0.00
"CCDS30194.1|Mm108|chrX"	0.00	0.00
"CCDS21376.1|Mm108|chr7"	0.00	0.00
"CCDS71982.1|Mm108|chr7"	0.00	0.00
"CCDS30077.1|Mm108|chrX"	0.00	0.00
"CCDS28156.1|Mm108|chr16"	0.00	0.00
"CCDS49842.1|Mm108|chr16"	0.00	0.00
"CCDS21952.1|Mm108|chr7"	0.00	0.00
"CCDS52425.1|Mm108|chr7"	0.00	0.00
"CCDS57322.1|Mm108|chr4"	0.00	0.00
"CCDS15668.1|Mm108|chr2"	0.00	0.00
"CCDS89425.1|Mm108|chr2"	0.00	0.00
"CCDS39824.1|Mm108|chr7"	0.00	0.00
"CCDS27252.1|Mm108|chr14"	0.00	0.00
"CCDS26688.1|Mm108|chr13"	0.00	0.00
"CCDS19690.1|Mm108|chr5"	0.00	0.00
"CCDS14988.1|Mm108|chr1"	0.00	0.00
"CCDS15052.1|Mm108|chr1"	0.00	0.00
"CCDS78620.1|Mm108|chr1"	0.00	0.00
"CCDS21903.1|Mm108|chr7"	0.00	0.00
"CCDS21904.1|Mm108|chr7"	0.00	0.00
"CCDS21905.1|Mm108|chr7"	0.00	0.00
"CCDS85432.1|Mm108|chr7"	0.00	0.00
"CCDS37974.1|Mm108|chr19"	0.00	0.00
"CCDS22012.1|Mm108|chr7"	0.00	0.00
"CCDS37148.1|Mm108|chr15"	0.00	0.00
"CCDS18009.1|Mm108|chr4"	0.00	0.00
"CCDS37557.1|Mm108|chr17"	0.00	0.00
"CCDS89065.1|Mm108|chr17"	0.00	0.00
"CCDS89066.1|Mm108|chr17"	0.00	0.00
"CCDS89067.1|Mm108|chr17"	0.00	0.00
"CCDS24128.1|Mm108|chr10"	0.00	0.00
"CCDS25315.1|Mm108|chr11"	0.00	0.00
"CCDS28606.2|Mm108|chr17"	0.00	0.00
"CCDS20784.1|Mm108|chr7"	0.00	0.00
"CCDS20730.1|Mm108|chr7"	0.00	0.00
"CCDS51970.1|Mm108|chr7"	0.00	0.00
"CCDS36348.1|Mm108|chr11"	0.00	0.00
"CCDS36349.1|Mm108|chr11"	0.00	0.00
