	"output/RSEM/NGS128_S21.genes.results"	"output/RSEM/NGS130_S23.genes.results"
"215274"	0.00	0.00
"215280"	0.00	0.00
"215303"	0.00	0.00
"215332"	0.00	0.00
"215335"	0.00	0.00
"215351"	0.00	0.00
"215378"	0.00	0.00
"215384"	0.00	0.00
"215387"	0.00	0.00
"215418"	0.00	0.00
"215436"	0.00	0.00
"215445"	0.00	0.00
"215446"	0.00	0.00
"215449"	0.00	0.00
"215456"	0.00	0.00
"215467"	0.00	0.00
"215474"	0.00	0.00
"215476"	0.00	0.00
"215493"	0.00	0.00
"215494"	0.00	0.00
"215512"	0.00	0.00
"215615"	0.00	0.00
"215627"	0.00	0.00
"215632"	0.00	0.00
"215641"	0.00	0.00
"215653"	0.00	0.00
"215654"	0.00	0.00
"215690"	0.00	0.00
"215693"	0.00	0.00
"215705"	0.00	0.00
"215707"	0.00	0.00
"215708"	0.00	0.00
"215723"	0.00	0.00
"215748"	0.00	0.00
"215751"	0.00	0.00
"215789"	0.00	0.00
"215798"	0.00	0.00
"215814"	0.00	0.00
"215819"	0.00	0.00
"215821"	0.00	0.00
"215854"	0.00	0.00
"215855"	0.00	0.00
"215856"	0.00	0.00
"215859"	0.00	0.00
"215890"	0.00	0.00
"215895"	0.00	0.00
"215900"	0.00	0.00
"215919"	0.00	0.00
"215928"	0.00	0.00
"215929"	0.00	0.00
"215951"	0.00	0.00
"215999"	0.00	0.00
"216001"	0.00	0.00
"216011"	0.00	0.00
"216019"	0.00	0.00
"216021"	0.00	0.00
"216028"	0.00	0.00
"216033"	0.00	0.00
"216049"	0.00	0.00
"216080"	0.00	0.00
"216119"	0.00	0.00
"216131"	0.00	0.00
"216134"	0.00	0.00
"216136"	0.00	0.00
"216144"	0.00	0.00
"216148"	0.00	0.00
"216150"	0.00	0.00
"216151"	0.00	367.00
"216152"	0.00	0.00
"216154"	0.00	0.00
"216156"	0.00	0.00
"216157"	0.00	0.00
"216161"	0.00	0.00
"216166"	0.00	0.00
"216169"	0.00	0.00
"216177"	0.00	0.00
"216188"	0.00	0.00
"216190"	0.00	3.00
"216197"	0.00	0.00
"216198"	0.00	0.00
"216225"	0.00	0.00
"216227"	0.00	0.00
"216233"	0.00	0.00
"216238"	0.00	0.00
"216274"	0.00	0.00
"216285"	0.00	0.00
"216292"	0.00	0.00
"216343"	0.00	0.00
"216344"	0.00	0.00
"216345"	0.00	0.00
"216350"	0.00	0.00
"216363"	0.00	0.00
"216393"	0.00	0.00
"216395"	0.00	0.00
"216438"	0.00	0.00
"216439"	0.00	0.00
"216440"	0.00	0.00
"216441"	0.00	0.00
"216443"	0.00	0.00
"216445"	0.00	0.00
"21645"	0.00	0.00
"216453"	0.00	0.00
"216454"	0.00	0.00
"216456"	0.00	0.00
"216459"	0.00	0.00
"21646"	0.00	0.00
"21647"	0.00	0.00
"21648"	0.00	0.00
"216505"	0.00	0.00
"216516"	0.00	0.00
"21652"	0.00	0.00
"216527"	1398.00	0.00
"216543"	0.00	0.00
"216549"	0.00	0.00
"216551"	0.00	0.00
"216558"	0.00	0.00
"216560"	0.00	0.00
"216565"	0.00	0.00
"216578"	0.00	0.00
"216613"	0.00	0.00
"216616"	0.00	0.00
"216618"	0.00	0.00
"216622"	0.00	0.00
"216635"	0.00	0.00
"21664"	0.00	0.00
"216643"	0.00	0.00
"21665"	0.00	0.00
"21667"	0.00	0.00
"216705"	0.00	0.00
"21672"	0.00	0.00
"216724"	0.00	0.00
"216725"	0.00	0.00
"21673"	0.00	0.00
"216739"	0.00	0.00
"21674"	0.00	0.00
"216742"	0.00	0.00
"216749"	0.00	0.00
"216760"	0.00	0.00
"216766"	0.00	0.00
"216767"	0.00	0.00
"21677"	0.00	0.00
"21678"	0.00	0.00
"216781"	0.00	0.00
"216783"	0.00	0.00
"21679"	0.00	0.00
"216792"	0.00	0.00
"216795"	0.00	0.00
"216797"	0.00	0.00
"216799"	0.00	0.00
"216805"	0.00	0.00
"21681"	0.00	0.00
"216810"	0.00	0.00
"21682"	0.00	0.00
"216820"	0.00	0.00
"216821"	0.00	0.00
"216825"	0.00	0.00
"216829"	0.00	0.00
"21683"	0.00	0.00
"216831"	22.00	11.00
"216835"	0.00	0.00
"21684"	0.00	0.00
"216846"	0.00	0.00
"216848"	43.00	13.00
"21685"	0.00	0.00
"216850"	0.00	0.00
"216853"	0.00	0.00
"216856"	0.00	0.00
"216858"	0.00	0.00
"216859"	0.00	0.00
"216860"	0.00	0.00
"216864"	0.00	0.00
"216869"	0.00	0.00
"21687"	0.00	0.00
"216871"	0.00	0.00
"216873"	0.00	0.00
"216874"	0.00	0.00
"216877"	0.00	0.00
"216881"	0.00	0.00
"21689"	0.00	0.00
"216892"	0.00	0.00
"216961"	0.00	0.00
"216963"	0.00	0.00
"216964"	0.00	0.00
"216965"	0.00	0.00
"216971"	0.00	0.00
"216974"	0.00	0.00
"216984"	0.00	0.00
"216987"	0.00	0.00
"216991"	0.00	0.00
"217011"	0.00	0.00
"217012"	0.00	0.00
"217026"	0.00	0.00
"217030"	0.00	0.00
"217031"	0.00	0.00
"217038"	0.00	0.00
"217039"	0.00	0.00
"217057"	0.00	0.00
"217066"	0.00	0.00
"217069"	0.00	0.00
"217071"	0.00	0.00
"217082"	0.00	0.00
"217109"	0.00	0.00
"217116"	0.00	0.00
"217119"	0.00	0.00
"217124"	0.00	0.00
"217125"	0.00	0.00
"217127"	0.00	0.00
"217138"	0.00	0.00
"217140"	0.00	0.00
"217143"	0.00	0.00
"217149"	0.00	0.00
"217151"	0.00	0.00
"217154"	0.00	0.00
"217166"	0.00	0.00
"217169"	0.00	0.00
"217194"	0.00	0.00
"217198"	0.00	0.00
"217201"	0.00	0.00
"217203"	0.00	0.00
"217207"	0.00	0.00
"217212"	0.00	0.00
"217214"	0.00	0.00
"217216"	0.00	0.00
"217217"	0.00	0.00
"217218"	0.00	0.00
"217219"	0.00	0.00
"217232"	0.00	0.00
"217246"	0.00	0.00
"217258"	0.00	0.00
"217262"	0.00	0.00
"217265"	0.00	0.00
"217302"	0.00	0.00
"217303"	0.00	0.00
"217304"	0.00	0.00
"217305"	0.00	0.00
"217306"	0.00	0.00
"217310"	0.00	0.00
"217316"	0.00	0.00
"217325"	0.00	0.00
"217331"	0.00	0.00
"217333"	0.00	0.00
"217335"	0.00	0.00
"217337"	0.00	0.00
"217340"	0.00	0.00
"217341"	0.00	0.00
"217342"	0.00	0.00
"217344"	0.00	0.00
"217351"	0.00	0.00
"217353"	0.00	0.00
"217356"	0.00	0.00
"217364"	0.00	0.00
"217365"	0.00	0.00
"217366"	0.00	0.00
"217369"	0.00	0.00
"217370"	0.00	0.00
"217371"	0.00	0.00
"217378"	0.00	0.00
"217379"	0.00	0.00
"217410"	0.00	0.00
"21743"	0.00	0.00
"217430"	0.00	0.00
"217431"	0.00	0.00
"21744"	0.00	0.00
"217449"	0.00	0.00
"21745"	0.00	0.00
"217463"	0.00	0.00
"217473"	0.00	0.00
"217480"	0.00	0.00
"21749"	0.00	0.00
"21750"	0.00	0.00
"217517"	0.00	0.00
"21752"	0.00	0.00
"21753"	0.00	0.00
"21754"	0.00	0.00
"21755"	0.00	0.00
"217558"	0.00	0.00
"21756"	0.00	0.00
"217578"	0.00	0.00
"217588"	0.00	0.00
"217593"	0.00	0.00
"21761"	0.00	0.00
"21762"	0.00	0.00
"21763"	0.00	0.00
"217648"	0.00	0.00
"217653"	0.00	0.00
"21766"	0.00	0.00
"217664"	0.00	0.00
"217666"	0.00	0.00
"21767"	0.00	0.00
"217674"	0.00	0.00
"217682"	0.00	0.00
"217684"	0.00	0.00
"21769"	0.00	0.00
"217692"	0.00	0.00
"217695"	0.00	0.00
"217698"	0.00	0.00
"21770"	0.00	0.00
"217700"	0.00	0.00
"217705"	0.00	0.00
"217707"	0.00	0.00
"217708"	0.00	0.00
"21771"	0.00	0.00
"217715"	0.00	0.00
"217716"	0.00	0.00
"217718"	0.00	0.00
"217721"	0.00	0.00
"217732"	0.00	0.00
"217733"	0.00	0.00
"217734"	0.00	0.00
"217737"	0.00	0.00
"217738"	0.00	0.00
"217779"	0.00	0.00
"21778"	0.00	0.00
"21780"	0.00	0.00
"21781"	0.00	0.00
"217826"	0.00	0.00
"217827"	0.00	0.00
"217830"	0.00	0.00
"217835"	0.00	0.00
"217837"	0.00	0.00
"21784"	0.00	0.00
"217843"	0.00	0.00
"217845"	0.00	0.00
"217847"	0.00	0.00
"21785"	0.00	0.00
"21786"	0.00	0.00
"217864"	0.00	0.00
"217866"	0.00	0.00
"217869"	0.00	0.00
"21787"	0.00	0.00
"217874"	0.00	0.00
"21788"	0.00	0.00
"217882"	0.00	0.00
"217887"	0.00	0.00
"21789"	0.00	0.00
"217893"	0.00	0.00
"217935"	0.00	80.00
"217944"	0.00	0.00
"217946"	0.00	0.00
"217951"	0.00	0.00
"217980"	0.00	0.00
"217995"	0.00	0.00
"21802"	0.00	0.00
"21803"	0.00	0.00
"218035"	0.00	0.00
"218038"	0.00	0.00
"21804"	0.00	0.00
"218066"	0.00	0.00
"21807"	0.00	0.00
"21808"	0.00	0.00
"21809"	0.00	0.00
"21810"	0.00	0.00
"218100"	0.00	0.00
"218103"	0.00	0.00
"21812"	0.00	0.00
"218121"	0.00	0.00
"21813"	0.00	0.00
"218138"	0.00	0.00
"21814"	0.00	0.00
"21815"	0.00	0.00
"21816"	0.00	0.00
"218165"	0.00	0.00
"21817"	0.00	0.00
"21818"	0.00	0.00
"21819"	0.00	0.00
"218194"	0.00	0.00
"218203"	0.00	0.00
"21821"	0.00	0.00
"218210"	0.00	0.00
"218214"	0.00	0.00
"218215"	0.00	0.00
"21822"	0.00	0.00
"21823"	0.00	0.00
"218232"	0.00	0.00
"218236"	0.00	0.00
"21824"	0.00	0.00
"21825"	0.00	0.00
"21826"	0.00	0.00
"218268"	0.00	0.00
"21827"	0.00	0.00
"218271"	0.00	0.00
"218275"	0.00	0.00
"21828"	0.00	194.00
"218294"	0.00	0.00
"21830"	0.00	0.00
"218304"	0.00	0.00
"218311"	0.00	0.00
"218314"	0.00	0.00
"21832"	0.00	0.00
"21833"	0.00	0.00
"218333"	0.00	0.00
"218335"	0.00	0.00
"21834"	0.00	0.00
"218341"	0.00	0.00
"218343"	0.00	0.00
"21835"	0.00	0.00
"21838"	0.00	0.00
"218397"	6.00	9973.00
"21841"	0.00	0.00
"21843"	0.00	0.00
"21844"	0.00	0.00
"218440"	0.00	0.00
"218441"	0.00	0.00
"218442"	0.00	0.00
"218454"	0.00	0.00
"21846"	0.00	0.00
"218460"	0.00	0.00
"218461"	0.00	0.00
"21847"	0.00	0.00
"218476"	0.00	0.00
"21848"	0.00	0.00
"21849"	0.00	0.00
"218490"	0.00	0.00
"218503"	0.00	0.00
"218506"	0.00	0.00
"218518"	0.00	0.00
"21853"	0.00	0.00
"21854"	0.00	0.00
"218543"	0.00	0.00
"218544"	0.00	0.00
"21855"	0.00	0.00
"21856"	0.00	0.00
"21857"	0.00	0.00
"21858"	0.00	0.00
"218581"	0.00	0.00
"21859"	0.00	0.00
"218613"	0.00	0.00
"218624"	0.00	0.00
"218629"	0.00	0.00
"218630"	0.00	0.00
"218639"	0.00	0.00
"21869"	0.00	0.00
"218693"	0.00	0.00
"218699"	0.00	0.00
"21871"	0.00	0.00
"21872"	0.00	0.00
"21873"	0.00	0.00
"218734"	0.00	0.00
"218739"	0.00	0.00
"218756"	0.00	0.00
"218763"	0.00	0.00
"21877"	0.00	0.00
"218772"	0.00	0.00
"218793"	0.00	0.00
"21881"	0.00	0.00
"218811"	0.00	0.00
"218820"	0.00	0.00
"218832"	0.00	0.00
"21884"	0.00	0.00
"21885"	0.00	0.00
"218850"	0.00	0.00
"21886"	0.00	0.00
"218865"	0.00	0.00
"21887"	0.00	0.00
"218877"	0.00	0.00
"21888"	0.00	0.00
"218885"	0.00	0.00
"218914"	0.00	0.00
"21892"	0.00	0.00
"218921"	0.00	0.00
"21894"	0.00	0.00
"218952"	0.00	0.00
"21897"	0.00	0.00
"218973"	0.00	0.00
"218975"	0.00	0.00
"218977"	0.00	0.00
"21898"	0.00	0.00
"218989"	0.00	0.00
"219019"	0.00	0.00
"219022"	0.00	0.00
"219024"	0.00	0.00
"219026"	0.00	0.00
"219033"	0.00	0.00
"219038"	0.00	0.00
"21907"	0.00	0.00
"219072"	0.00	0.00
"21908"	0.00	0.00
"21909"	0.00	0.00
"219094"	0.00	0.00
"219103"	0.00	0.00
"219105"	0.00	0.00
"219114"	0.00	0.00
"21912"	0.00	0.00
"219131"	0.00	0.00
"219132"	0.00	0.00
"219134"	0.00	0.00
"219135"	0.00	0.00
"219140"	0.00	0.00
"219144"	0.00	0.00
"219148"	0.00	0.00
"219149"	0.00	0.00
"21915"	0.00	0.00
"219150"	0.00	0.00
"219151"	0.00	0.00
"219158"	0.00	0.00
"21916"	0.00	0.00
"21917"	17.00	14.00
"219170"	0.00	0.00
"219181"	0.00	0.00
"219189"	0.00	0.00
"21922"	0.00	0.00
"219228"	0.00	0.00
"21923"	0.00	0.00
"21924"	0.00	0.00
"219249"	0.00	0.00
"21925"	112.00	15.00
"219257"	0.00	0.00
"21926"	0.00	0.00
"21927"	0.00	0.00
"21928"	0.00	0.00
"21929"	0.00	0.00
"21930"	0.00	0.00
"21933"	0.00	0.00
"21934"	0.00	0.00
"21935"	0.00	0.00
"21936"	0.00	0.00
"21937"	0.00	0.00
"21938"	0.00	0.00
"21939"	0.00	0.00
"21940"	0.00	0.00
"21941"	0.00	0.00
"21942"	0.00	0.00
"21943"	0.00	0.00
"21944"	0.00	0.00
"21945"	0.00	0.00
"21946"	0.00	0.00
"21947"	0.00	0.00
"21948"	0.00	0.00
"21949"	0.00	0.00
"21950"	0.00	0.00
"21951"	0.00	0.00
"21952"	0.00	0.00
"21953"	0.00	0.00
"21954"	0.00	0.00
"21955"	0.00	21.00
"21956"	0.00	0.00
"21957"	0.00	0.00
"21958"	0.00	0.00
"21959"	0.00	0.00
"21960"	0.00	0.00
"21961"	0.00	0.00
"21968"	0.00	0.00
"21969"	0.00	0.00
"21973"	0.00	0.00
"21974"	0.00	0.00
"21975"	0.00	0.00
"21976"	0.00	0.00
"21981"	0.00	0.00
"21982"	0.00	0.00
"21983"	0.00	0.00
"21984"	0.00	0.00
"21985"	0.00	0.00
"21987"	0.00	0.00
"21990"	0.00	0.00
"21991"	2.00	0.00
"22003"	0.00	0.00
"22004"	19.00	31.00
"22017"	0.00	0.00
"22018"	0.00	0.00
"22019"	0.00	0.00
"22021"	0.00	0.00
"22024"	0.00	0.00
"22025"	0.00	0.00
"22026"	0.00	0.00
"22027"	0.00	0.00
"22029"	0.00	0.00
"22030"	0.00	0.00
"22031"	0.00	0.00
"22032"	0.00	0.00
"22034"	0.00	0.00
"22035"	0.00	0.00
"22036"	0.00	0.00
"22037"	0.00	0.00
"22038"	0.00	0.00
"22040"	0.00	0.00
"22041"	2933.00	2.00
"22042"	0.00	0.00
"22044"	0.00	0.00
"22045"	0.00	0.00
"22051"	0.00	0.00
"22057"	0.00	0.00
"22059"	0.00	0.00
"22061"	0.00	0.00
"22062"	0.00	0.00
"22064"	0.00	0.00
"22065"	0.00	0.00
"22066"	0.00	0.00
"22067"	0.00	0.00
"22068"	0.00	0.00
"22070"	0.00	0.00
"22072"	0.00	0.00
"22073"	0.00	0.00
"22074"	0.00	0.00
"22083"	0.00	0.00
"22084"	0.00	0.00
"22088"	0.00	0.00
"22092"	0.00	0.00
"22094"	0.00	0.00
"22095"	0.00	0.00
"22099"	0.00	0.00
"22110"	0.00	0.00
"22113"	0.00	0.00
"22114"	0.00	0.00
"22115"	0.00	0.00
"22116"	0.00	0.00
"22117"	0.00	0.00
"22121"	0.00	0.00
"22122"	0.00	0.00
"22123"	0.00	0.00
"22127"	0.00	0.00
"22129"	0.00	0.00
"22130"	0.00	0.00
"22134"	3778.00	19572.00
"22137"	0.00	0.00
"22138"	23.00	1.00
"22139"	0.00	0.00
"22141"	0.00	0.00
"22142"	0.00	0.00
"22143"	0.00	0.00
"22144"	0.00	0.00
"22145"	0.00	0.00
"22146"	0.00	0.00
"22147"	0.00	0.00
"22151"	0.00	0.00
"22152"	0.00	0.00
"22153"	0.00	0.00
"22154"	0.00	0.00
"22156"	0.00	0.00
"22157"	6337.00	76085.00
"22158"	0.00	0.00
"22160"	0.00	0.00
"22163"	0.00	0.00
"22164"	0.00	0.00
"22165"	0.00	0.00
"22166"	0.00	0.00
"22169"	0.00	0.00
"22171"	0.00	0.00
"22173"	0.00	0.00
"22174"	0.00	0.00
"22177"	0.00	0.00
"22178"	0.00	0.00
"22183"	0.00	0.00
"22184"	0.00	0.00
"22185"	0.00	0.00
"22186"	0.00	0.00
"22187"	0.00	1.00
"22190"	0.00	0.00
"22192"	0.00	0.00
"22193"	0.00	0.00
"22194"	0.00	0.00
"22195"	0.00	0.00
"22196"	0.00	0.00
"22200"	0.00	0.00
"22201"	0.00	0.00
"22202"	0.00	0.00
"22209"	0.00	0.00
"22210"	0.00	0.00
"22213"	0.00	0.00
"22214"	0.00	0.00
"22215"	0.00	0.00
"22217"	0.00	0.00
"22218"	0.00	0.00
"22221"	0.00	0.00
"22222"	0.00	0.00
"22223"	0.00	0.00
"22224"	0.00	0.00
"22225"	0.00	0.00
"22226"	0.00	0.00
"22227"	0.00	0.00
"22228"	0.00	0.00
"22229"	0.00	0.00
"22230"	0.00	0.00
"22232"	0.00	0.00
"22234"	0.00	0.00
"22235"	0.00	0.00
"22236"	0.00	0.00
"22238"	0.00	0.00
"22239"	0.00	0.00
"22240"	0.00	0.00
"22241"	0.00	0.00
"22242"	0.00	0.00
"22245"	0.00	0.00
"22247"	0.00	0.00
"22248"	0.00	0.00
"22249"	0.00	0.00
"22253"	0.00	0.00
"22255"	0.00	0.00
"22256"	0.00	0.00
"22258"	0.00	0.00
"22259"	0.00	0.00
"22260"	0.00	0.00
"22262"	0.00	0.00
"22264"	0.00	0.00
"22268"	0.00	0.00
"22269"	0.00	0.00
"22270"	0.00	0.00
"22271"	0.00	0.00
"22272"	0.00	0.00
"22273"	0.00	0.00
"22275"	0.00	0.00
"22276"	0.00	0.00
"22278"	0.00	0.00
"22282"	0.00	0.00
"22283"	0.00	0.00
"22284"	0.00	0.00
"22286"	0.00	0.00
"22287"	0.00	0.00
"22288"	0.00	0.00
"22289"	0.00	0.00
"22290"	0.00	0.00
"22293"	0.00	0.00
"22294"	0.00	0.00
"22295"	0.00	0.00
"22296"	0.00	0.00
"22297"	0.00	0.00
"22301"	0.00	0.00
"22305"	0.00	0.00
"22306"	0.00	0.00
"22307"	0.00	0.00
"22310"	0.00	0.00
"22311"	0.00	0.00
"22312"	0.00	0.00
"22313"	0.00	0.00
"22317"	0.00	0.00
"22318"	0.00	0.00
"22319"	0.00	0.00
"22320"	0.00	0.00
"22321"	0.00	0.00
"223227"	0.00	0.00
"22323"	0.00	0.00
"22324"	0.00	0.00
"22325"	0.00	0.00
"223254"	0.00	0.00
"223255"	0.00	0.00
"22326"	0.00	0.00
"223262"	0.00	0.00
"223267"	0.00	0.00
"22327"	0.00	0.00
"223272"	0.00	0.00
"22329"	0.00	0.00
"22330"	0.00	0.00
"22333"	0.00	0.00
"223337"	0.00	0.00
"22334"	0.00	0.00
"22335"	0.00	0.00
"22337"	0.00	0.00
"22339"	0.00	0.00
"22340"	0.00	0.00
"22341"	0.00	0.00
"22342"	0.00	0.00
"22343"	0.00	0.00
"223433"	0.00	0.00
"223435"	0.00	0.00
"22344"	0.00	0.00
"223453"	0.00	0.00
"223455"	0.00	0.00
"22346"	0.00	0.00
"223473"	0.00	0.00
"22348"	0.00	0.00
"22349"	0.00	0.00
"223499"	0.00	0.00
"22350"	0.00	0.00
"22351"	0.00	0.00
"223513"	0.00	0.00
"22352"	0.00	0.00
"223527"	0.00	0.00
"22353"	0.00	0.00
"22354"	0.00	0.00
"22355"	0.00	0.00
"22359"	0.00	0.00
"223593"	0.00	0.00
"22360"	0.00	0.00
"223601"	0.00	0.00
"223604"	0.00	0.00
"22361"	0.00	0.00
"22362"	0.00	0.00
"223626"	0.00	0.00
"22363"	0.00	0.00
"223631"	0.00	0.00
"22364"	0.00	0.00
"223642"	0.00	0.00
"223645"	0.00	0.00
"223646"	0.00	0.00
"223648"	0.00	0.00
"223649"	0.00	0.00
"22365"	0.00	0.00
"223658"	0.00	0.00
"223664"	0.00	0.00
"223665"	0.00	0.00
"223666"	0.00	0.00
"223669"	0.00	0.00
"22367"	0.00	0.00
"223672"	0.00	0.00
"22368"	0.00	0.00
"223690"	0.00	0.00
"223691"	0.00	0.00
"223693"	0.00	0.00
"223696"	0.00	0.00
"223697"	0.00	0.00
"22370"	0.00	0.00
"223701"	0.00	0.00
"223706"	0.00	0.00
"22371"	0.00	0.00
"223722"	0.00	0.00
"223723"	0.00	0.00
"223726"	0.00	0.00
"22373"	0.00	0.00
"223732"	0.00	0.00
"223739"	0.00	0.00
"22375"	0.00	0.00
"223752"	0.00	0.00
"223753"	0.00	0.00
"223754"	0.00	0.00
"22376"	0.00	0.00
"22377"	0.00	0.00
"223770"	0.00	0.00
"223773"	0.00	0.00
"223774"	0.00	0.00
"223775"	0.00	0.00
"223776"	0.00	0.00
"22378"	0.00	0.00
"223780"	0.00	0.00
"22379"	0.00	0.00
"22380"	0.00	0.00
"223809"	0.00	0.00
"22381"	0.00	0.00
"223825"	0.00	0.00
"223827"	0.00	0.00
"223828"	0.00	0.00
"223838"	0.00	0.00
"22384"	0.00	0.00
"223843"	0.00	0.00
"22385"	0.00	0.00
"223864"	0.00	0.00
"223870"	0.00	0.00
"22388"	0.00	0.00
"223881"	0.00	0.00
"22390"	0.00	0.00
"223915"	0.00	0.00
"223917"	0.00	0.00
"223918"	0.00	0.00
"223920"	0.00	0.00
"223921"	0.00	0.00
"223922"	0.00	0.00
"223927"	0.00	0.00
"22393"	0.00	0.00
"223970"	0.00	0.00
"223978"	0.00	0.00
"223989"	0.00	11.00
"224008"	0.00	0.00
"22401"	0.00	0.00
"224014"	0.00	0.00
"224019"	0.00	0.00
"22402"	0.00	0.00
"224020"	0.00	0.00
"224022"	0.00	0.00
"224023"	0.00	0.00
"224024"	0.00	0.00
"22403"	0.00	0.00
"22404"	0.00	0.00
"224044"	0.00	0.00
"224045"	0.00	0.00
"224055"	0.00	0.00
"224065"	0.00	0.00
"224079"	0.00	0.00
"22408"	0.00	0.00
"224088"	0.00	0.00
"22409"	0.00	0.00
"224090"	0.00	0.00
"224092"	0.00	0.00
"224093"	0.00	0.00
"22410"	0.00	0.00
"224105"	0.00	0.00
"224109"	0.00	0.00
"22411"	0.00	0.00
"224111"	0.00	0.00
"224116"	0.00	0.00
"22412"	0.00	0.00
"224129"	0.00	0.00
"22413"	0.00	0.00
"224132"	0.00	0.00
"224139"	0.00	0.00
"22414"	0.00	0.00
"224143"	0.00	0.00
"22415"	0.00	0.00
"22416"	0.00	0.00
"22417"	0.00	0.00
"224170"	0.00	0.00
"224171"	0.00	0.00
"22418"	0.00	0.00
"22419"	0.00	0.00
"22420"	0.00	0.00
"22421"	0.00	0.00
"22422"	0.00	0.00
"224224"	0.00	0.00
"22423"	0.00	0.00
"224247"	0.00	0.00
"224250"	0.00	0.00
"22427"	0.00	0.00
"224273"	0.00	0.00
"22428"	0.00	0.00
"224291"	0.00	0.00
"22431"	0.00	0.00
"224318"	0.00	0.00
"22433"	0.00	0.00
"224344"	0.00	0.00
"22436"	0.00	0.00
"22437"	0.00	0.00
"22439"	0.00	0.00
"224405"	0.00	0.00
"22441"	0.00	0.00
"224419"	0.00	0.00
"224432"	0.00	0.00
"224440"	0.00	0.00
"22445"	0.00	0.00
"224454"	0.00	0.00
"22446"	0.00	0.00
"224480"	0.00	0.00
"224481"	0.00	0.00
"224530"	0.00	0.00
"224552"	0.00	0.00
"224572"	0.00	0.00
"224576"	0.00	0.00
"224582"	0.00	0.00
"224585"	0.00	0.00
"224598"	0.00	0.00
"224613"	0.00	0.00
"224617"	0.00	0.00
"224619"	0.00	0.00
"224624"	0.00	0.00
"224630"	0.00	0.00
"224640"	0.00	0.00
"224647"	0.00	0.00
"224648"	0.00	0.00
"224650"	0.00	0.00
"224656"	0.00	0.00
"224661"	0.00	0.00
"224671"	0.00	0.00
"224674"	0.00	0.00
"224691"	0.00	0.00
"224694"	0.00	0.00
"224697"	0.00	0.00
"224703"	0.00	0.00
"224705"	0.00	0.00
"224727"	39.00	72094.00
"224742"	6804.00	2891.00
"224753"	0.00	0.00
"224756"	0.00	0.00
"224761"	0.00	0.00
"224762"	0.00	0.00
"224792"	0.00	0.00
"224794"	0.00	0.00
"224796"	0.00	0.00
"224805"	0.00	0.00
"224807"	0.00	0.00
"224813"	0.00	0.00
"224814"	0.00	0.00
"224823"	0.00	0.00
"224824"	0.00	0.00
"224826"	0.00	0.00
"224833"	0.00	0.00
"224836"	0.00	0.00
"224840"	0.00	0.00
"224860"	0.00	0.00
"224893"	0.00	0.00
"224897"	0.00	0.00
"224902"	0.00	0.00
"224903"	13.00	3.00
"224904"	0.00	0.00
"224907"	0.00	0.00
"224912"	0.00	0.00
"224916"	0.00	0.00
"224938"	0.00	0.00
"224997"	0.00	0.00
"225004"	0.00	0.00
"225010"	0.00	0.00
"225020"	0.00	0.00
"225027"	0.00	0.00
"225028"	0.00	0.00
"225030"	0.00	0.00
"225049"	0.00	0.00
"225055"	0.00	0.00
"225115"	0.00	0.00
"225131"	1.00	0.00
"225152"	0.00	0.00
"225160"	0.00	0.00
"225164"	0.00	0.00
"225182"	0.00	0.00
"225187"	0.00	0.00
"225192"	0.00	0.00
"225207"	0.00	0.00
"225215"	0.00	0.00
"225256"	0.00	0.00
"22526"	0.00	0.00
"225266"	0.00	0.00
"225280"	0.00	0.00
"225283"	0.00	0.00
"225288"	0.00	0.00
"225326"	0.00	0.00
"225339"	0.00	0.00
"225341"	0.00	0.00
"225348"	0.00	0.00
"225358"	0.00	0.00
"225362"	0.00	0.00
"225363"	0.00	0.00
"225372"	0.00	0.00
"225392"	0.00	0.00
"225432"	0.00	0.00
"225443"	0.00	0.00
"225467"	0.00	0.00
"225471"	0.00	0.00
"225497"	0.00	0.00
"225518"	0.00	0.00
"225523"	0.00	0.00
"225579"	0.00	0.00
"225583"	0.00	0.00
"225594"	0.00	0.00
"225600"	0.00	0.00
"225608"	0.00	0.00
"225631"	0.00	0.00
"225638"	0.00	0.00
"225642"	0.00	0.00
"225644"	0.00	0.00
"225651"	0.00	0.00
"225655"	0.00	0.00
"225659"	0.00	0.00
"225724"	0.00	0.00
"225742"	0.00	0.00
"225743"	0.00	0.00
"225745"	0.00	0.00
"225791"	0.00	0.00
"225825"	0.00	0.00
"225845"	0.00	0.00
"225849"	0.00	0.00
"225852"	0.00	0.00
"225861"	0.00	0.00
"225865"	0.00	0.00
"225870"	0.00	0.00
"225872"	0.00	0.00
"225875"	0.00	0.00
"225876"	0.00	0.00
"225884"	0.00	0.00
"225887"	0.00	0.00
"225888"	0.00	0.00
"22589"	0.00	0.00
"225895"	0.00	0.00
"225896"	0.00	1.00
"225898"	0.00	0.00
"22590"	0.00	0.00
"225908"	0.00	0.00
"22591"	0.00	0.00
"225912"	0.00	0.00
"225913"	0.00	0.00
"22592"	0.00	0.00
"225922"	0.00	0.00
"225923"	0.00	0.00
"225929"	0.00	0.00
"22594"	0.00	0.00
"22596"	0.00	0.00
"22598"	0.00	0.00
"22599"	0.00	0.00
"225994"	0.00	0.00
"225995"	0.00	0.00
"225997"	0.00	0.00
"225998"	0.00	0.00
"22601"	0.00	0.00
"226016"	0.00	0.00
"226025"	0.00	0.00
"226026"	0.00	0.00
"226040"	0.00	0.00
"226041"	0.00	0.00
"226043"	0.00	0.00
